685.585,558
685.61,569
685.635,565
685.659,567
685.684,564
685.709,564
685.734,554
685.759,554
685.784,554
685.809,553
685.833,561
685.858,563
685.883,559
685.908,559
685.933,558
685.958,558
685.982,550
686.007,556
686.032,559
686.057,556
686.082,559
686.107,555
686.132,553
686.156,544
686.181,551
686.206,547
686.231,554
686.256,551
686.281,555
686.305,554
686.33,554
686.355,541
686.38,552
686.405,553
686.43,548
686.454,548
686.479,557
686.504,555
686.529,557
686.554,558
686.579,565
686.603,570
686.628,574
686.653,565
686.678,559
686.703,558
686.727,553
686.752,559
686.777,562
686.802,570
686.827,559
686.851,550
686.876,558
686.901,549
686.926,559
686.951,567
686.976,560
687,558
687.025,554
687.05,560
687.075,561
687.1,568
687.124,561
687.149,573
687.174,568
687.199,564
687.224,564
687.248,554
687.273,570
687.298,559
687.323,565
687.348,556
687.372,551
687.397,558
687.422,562
687.447,564
687.471,563
687.496,551
687.521,565
687.546,560
687.571,562
687.595,566
687.62,566
687.645,560
687.67,569
687.695,567
687.719,568
687.744,557
687.769,555
687.794,569
687.818,555
687.843,554
687.868,573
687.893,569
687.918,564
687.942,565
687.967,558
687.992,572
688.017,575
688.041,566
688.066,579
688.091,558
688.116,565
688.14,566
688.165,568
688.19,572
688.215,571
688.239,566
688.264,569
688.289,577
688.314,565
688.338,566
688.363,564
688.388,564
688.413,576
688.437,576
688.462,553
688.487,574
688.512,569
688.536,575
688.561,559
688.586,572
688.611,568
688.635,587
688.66,565
688.685,579
688.71,571
688.734,568
688.759,577
688.784,564
688.809,572
688.833,566
688.858,573
688.883,578
688.908,573
688.932,572
688.957,565
688.982,576
689.006,572
689.031,582
689.056,580
689.081,562
689.105,561
689.13,579
689.155,574
689.18,573
689.204,591
689.229,580
689.254,579
689.278,575
689.303,581
689.328,581
689.353,585
689.377,586
689.402,593
689.427,571
689.451,574
689.476,575
689.501,587
689.526,579
689.55,581
689.575,586
689.6,579
689.624,580
689.649,594
689.674,578
689.699,586
689.723,590
689.748,593
689.773,577
689.797,592
689.822,577
689.847,591
689.871,594
689.896,593
689.921,595
689.946,605
689.97,595
689.995,600
690.02,601
690.044,597
690.069,608
690.094,604
690.118,595
690.143,601
690.168,612
690.192,593
690.217,606
690.242,610
690.266,618
690.291,617
690.316,613
690.34,612
690.365,619
690.39,617
690.415,615
690.439,624
690.464,609
690.489,620
690.513,620
690.538,627
690.563,623
690.587,617
690.612,614
690.637,622
690.661,617
690.686,623
690.711,623
690.735,640
690.76,637
690.785,632
690.809,634
690.834,648
690.859,652
690.883,664
690.908,657
690.932,655
690.957,652
690.982,647
691.006,651
691.031,668
691.056,672
691.08,668
691.105,660
691.13,679
691.154,677
691.179,686
691.204,701
691.228,686
691.253,687
691.278,701
691.302,702
691.327,702
691.351,707
691.376,732
691.401,717
691.425,730
691.45,723
691.475,743
691.499,746
691.524,750
691.549,765
691.573,780
691.598,778
691.622,760
691.647,785
691.672,813
691.696,806
691.721,821
691.746,827
691.77,838
691.795,879
691.819,863
691.844,874
691.869,898
691.893,910
691.918,947
691.943,944
691.967,987
691.992,1022
692.016,1030
692.041,1060
692.066,1070
692.09,1055
692.115,1102
692.139,1161
692.164,1233
692.189,1286
692.213,1357
692.238,1389
692.262,1469
692.287,1543
692.312,1596
692.336,1681
692.361,1713
692.385,1839
692.41,1915
692.435,2091
692.459,2171
692.484,2361
692.508,2588
692.533,2812
692.558,3091
692.582,3372
692.607,3655
692.631,3974
692.656,4330
692.681,4802
692.705,5167
692.73,5616
692.754,5995
692.779,6609
692.803,7164
692.828,7412
692.853,7562
692.877,7595
692.902,7798
692.926,7613
692.951,7335
692.976,7091
693,6521
693.025,6135
693.049,5930
693.074,5474
693.098,4997
693.123,4832
693.148,4482
693.172,3987
693.197,3660
693.221,3486
693.246,3291
693.27,3147
693.295,3064
693.32,2944
693.344,2808
693.369,2675
693.393,2544
693.418,2483
693.442,2490
693.467,2533
693.491,2638
693.516,2588
693.541,2568
693.565,2574
693.59,2574
693.614,2575
693.639,2683
693.663,2710
693.688,2779
693.712,2893
693.737,2776
693.761,2957
693.786,3145
693.811,3374
693.835,3585
693.86,3868
693.884,4276
693.909,4701
693.933,5086
693.958,5212
693.982,5636
694.007,5944
694.031,6292
694.056,6811
694.081,7503
694.105,7898
694.13,8221
694.154,8962
694.179,9530
694.203,10268
694.228,11093
694.252,11227
694.277,11075
694.301,11409
694.326,11262
694.35,11166
694.375,10793
694.399,10193
694.424,9581
